"","Country","Divison","ISO 3 Letter","iso3num","Self_employed_total","Employed_total","Divison_total","female_employed_total","female_self_employed_total","male_self_employed_total","male_employed_total","female_self_employed_percent_divison","female_employed_percent_divison","male_self_employed_percent_divison","male_employed_percent_divison","female_self_employed_percent_slf","male_self_employed_percent_slf","female_employed_percent_ees","male_employed_percent_ees"
"176","Pakistan","56","PAK",586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Pakistan","79","PAK",586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Peru","55-68","PER",604,NA,NA,100374.011236966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Peru","56","PER",604,534016.535080676,500807.641240881,1161542.29118966,319978.524773578,454322.917026515,79693.6180541616,180829.116467302,39.1137645587742,27.5477291873596,6.86101734380579,15.5680183010897,85.0765635857845,14.9234364142155,63.8925005179132,36.1074994820868
"180","Peru","79","PER",604,NA,NA,20009.8355136564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Philippines","55-68","PHL",608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Philippines","56","PHL",608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Philippines","79","PHL",608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Poland","55-68","POL",616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Poland","56","POL",616,NA,NA,278314.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Poland","79","POL",616,NA,NA,14651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","French Polynesia","55-68","PYF",258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","French Polynesia","56","PYF",258,1236,2622,NA,1676,631,605,946,NA,NA,NA,NA,51.0517799352751,48.9482200647249,63.9206712433257,36.0793287566743
"189","French Polynesia","79","PYF",258,NA,261,NA,187,NA,NA,74,NA,NA,NA,NA,NA,NA,71.6475095785441,28.3524904214559
"190","Portugal","55-68","PRT",620,NA,NA,214058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Portugal","56","PRT",620,NA,NA,285262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Portugal","79","PRT",620,NA,NA,13508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Serbia","55-68","SRB",688,NA,NA,26202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Serbia","56","SRB",688,NA,NA,68291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Serbia","79","SRB",688,NA,NA,3474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Slovakia","55-68","SVK",703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Slovakia","56","SVK",703,NA,NA,56950.9754144668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Slovakia","79","SVK",703,NA,NA,2257.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Slovenia","55-68","SVN",705,NA,NA,16616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Slovenia","56","SVN",705,NA,NA,25354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Slovenia","79","SVN",705,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Switzerland","55-68","CHE",756,NA,NA,38711.1680993871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Switzerland","56","CHE",756,NA,NA,37239.2046619432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Switzerland","79","CHE",756,NA,NA,10408.4520096775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Tajikistan","55-68","TJK",762,NA,4597,4597,2289,NA,NA,2308,NA,49.7933434848814,NA,50.2066565151186,NA,NA,49.7933434848814,50.2066565151186
"206","Tajikistan","56","TJK",762,NA,3085,3085,1513,NA,NA,1572,NA,49.0437601296596,NA,50.9562398703404,NA,NA,49.0437601296596,50.9562398703404
"207","Tajikistan","79","TJK",762,NA,1040,1040,472,NA,NA,568,NA,45.3846153846154,NA,54.6153846153846,NA,NA,45.3846153846154,54.6153846153846
"208","Uzbekistan","55-68","UZB",860,NA,NA,58577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Uzbekistan","56","UZB",860,NA,NA,83750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Uzbekistan","79","UZB",860,NA,NA,3775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Mauritius","55-68","MUS",480,NA,NA,21811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Mauritius","56","MUS",480,NA,NA,2992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Mauritius","79","MUS",480,NA,NA,739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Argentina","55-68","ARG",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Argentina","56","ARG",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Argentina","79","ARG",32,8745.25,17319,26064.25,10186.75,3975,4770.25,7132.25,15.250774528329,39.0832270255235,18.3018886022042,27.3641098439433,45.4532460478545,54.5467539521455,58.8183497892488,41.1816502107512
"217","Bangladesh","55-68","BGD",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Bangladesh","56","BGD",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Bangladesh","79","BGD",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Belarus","55-68","BLR",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Belarus","56","BLR",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Belarus","79","BLR",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Bhutan","55-68","BTN",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Bhutan","56","BTN",64,5356.51398158074,1303.63007211685,6660.14405369759,753.803215026856,3835.29788947105,1521.21609210968,549.826857089996,57.5858098345751,11.3181217845935,22.8405884293918,8.25547995143952,71.6006324758856,28.3993675241142,57.8233987654812,42.176601234519
"225","Bhutan","79","BTN",64,511.040599822998,602.759561061858,1113.80016088486,143.198770523071,182.44756603241,328.593033790588,459.560790538787,16.3806374284831,12.8567740921592,29.5019739923127,41.2606144870449,35.7011881434863,64.2988118565136,23.7571960319972,76.2428039680028
"226","Burkina Faso","55-68","BFA",854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Burkina Faso","56","BFA",854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Burkina Faso","79","BFA",854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Botswana","55-68","BWA",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Botswana","56","BWA",72,8247.98999786376,7474.07003593445,15722.0600337982,6163.75003814697,NA,NA,NA,NA,39.2044682751278,NA,NA,NA,NA,82.468454383119,NA
"231","Botswana","79","BWA",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Burundi","55-68","BDI",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Burundi","56","BDI",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Burundi","79","BDI",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Cambodia","55-68","KHM",116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Cambodia","56","KHM",116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Cambodia","79","KHM",116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Eswatini","55-68","SWZ",748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Eswatini","56","SWZ",748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Eswatini","79","SWZ",748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Egypt","55-68","EGY",818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Egypt","56","EGY",818,NA,602535.618011475,727589.622009277,NA,11320.6782073975,NA,591954.968231202,1.55591529413721,NA,NA,81.3583578331542,NA,NA,NA,98.2439793658685
"243","Egypt","79","EGY",818,6409.59358215332,NA,NA,NA,NA,NA,43418.0986633301,NA,NA,NA,NA,NA,NA,NA,NA
"244","Congo, Democratic Republic of the","55-68","COD",180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Congo, Democratic Republic of the","56","COD",180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Congo, Democratic Republic of the","79","COD",180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Guatemala","55-68","GTM",320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Guatemala","56","GTM",320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Guatemala","79","GTM",320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Cameroon","55-68","CMR",120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Cameroon","56","CMR",120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Cameroon","79","CMR",120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Gambia","55-68","GMB",270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Gambia","56","GMB",270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Gambia","79","GMB",270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Ghana","55-68","GHA",288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Ghana","56","GHA",288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Ghana","79","GHA",288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Guinea-Bissau","55-68","GNB",624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Guinea-Bissau","56","GNB",624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Guinea-Bissau","79","GNB",624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Iran (Islamic Republic of)","55-68","IRN",364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Iran (Islamic Republic of)","56","IRN",364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Iran (Islamic Republic of)","79","IRN",364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Indonesia","55-68","IDN",360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Indonesia","56","IDN",360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Indonesia","79","IDN",360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Iceland","55-68","ISL",352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Iceland","56","ISL",352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Iceland","79","ISL",352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Ireland","55-68","IRL",372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Ireland","56","IRL",372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Ireland","79","IRL",372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Iraq","55-68","IRQ",368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Iraq","56","IRQ",368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Iraq","79","IRQ",368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Jordan","55-68","JOR",400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Jordan","56","JOR",400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Jordan","79","JOR",400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Jamaica","55-68","JAM",388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Jamaica","56","JAM",388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Jamaica","79","JAM",388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Kiribati","55-68","KIR",296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Kiribati","56","KIR",296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Kiribati","79","KIR",296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Kyrgyzstan","55-68","KGZ",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Kyrgyzstan","56","KGZ",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Kyrgyzstan","79","KGZ",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Mongolia","55-68","MNG",496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Mongolia","56","MNG",496,4240.87940597534,NA,NA,NA,3145.4213848114,1095.45802116394,NA,NA,NA,NA,NA,74.169083430657,25.830916569343,NA,NA
"291","Mongolia","79","MNG",496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Lesotho","55-68","LSO",426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Lesotho","56","LSO",426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Lesotho","79","LSO",426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Lao People  Democratic Republic","55-68","LAO",418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Lao People  Democratic Republic","56","LAO",418,2564.59299468994,NA,3134.61878204346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Lao People  Democratic Republic","79","LAO",418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Micronesia, Federated States of","55-68","FSM",583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Micronesia, Federated States of","56","FSM",583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Micronesia, Federated States of","79","FSM",583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Mauritania","55-68","MRT",478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Mauritania","56","MRT",478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Mauritania","79","MRT",478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Sierra Leone","55-68","SLE",694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Sierra Leone","56","SLE",694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Sierra Leone","79","SLE",694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Suriname","55-68","SUR",740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Suriname","56","SUR",740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Suriname","79","SUR",740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Solomon Islands","55-68","SLB",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Solomon Islands","56","SLB",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Solomon Islands","79","SLB",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Chad","55-68","TCD",148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Chad","56","TCD",148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Chad","79","TCD",148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Tanzania, United Republic of","55-68","TZA",834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Tanzania, United Republic of","56","TZA",834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Tanzania, United Republic of","79","TZA",834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Togo","55-68","TGO",768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Togo","56","TGO",768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Togo","79","TGO",768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Mozambique","55-68","MOZ",508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Mozambique","56","MOZ",508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Mozambique","79","MOZ",508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Tonga","55-68","TON",776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Tonga","56","TON",776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Tonga","79","TON",776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Nicaragua","55-68","NIC",558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Nicaragua","56","NIC",558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Nicaragua","79","NIC",558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Palau","55-68","PLW",585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Palau","56","PLW",585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Palau","79","PLW",585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Trinidad and Tobago","55-68","TTO",780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Trinidad and Tobago","56","TTO",780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Trinidad and Tobago","79","TTO",780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Panama","55-68","PAN",591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Panama","56","PAN",591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Panama","79","PAN",591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Senegal","55-68","SEN",686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Senegal","56","SEN",686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Senegal","79","SEN",686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Rwanda","55-68","RWA",646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Rwanda","56","RWA",646,NA,NA,57296.8452139759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Rwanda","79","RWA",646,NA,NA,2659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Seychelles","55-68","SYC",690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Seychelles","56","SYC",690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Seychelles","79","SYC",690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Tuvalu","55-68","TUV",798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Tuvalu","56","TUV",798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Tuvalu","79","TUV",798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Uganda","55-68","UGA",800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Uganda","56","UGA",800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Uganda","79","UGA",800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Türkiye","55-68","TUR",792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Türkiye","56","TUR",792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","Türkiye","79","TUR",792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","Vanuatu","55-68","VUT",548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Vanuatu","56","VUT",548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","Vanuatu","79","VUT",548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Zambia","55-68","ZMB",894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Zambia","56","ZMB",894,38058.5817108154,26166.6350326539,64225.2167434693,NA,33036.3115844726,NA,NA,51.4382251389318,NA,NA,NA,86.8038431791704,NA,NA,NA
"363","Zambia","79","ZMB",894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","Viet Nam","55-68","VNM",704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Viet Nam","56","VNM",704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","Viet Nam","79","VNM",704,NA,NA,NA,NA,NA,NA,22824.9784336091,NA,NA,NA,NA,NA,NA,NA,NA
"367","Ecuador","55-68","ECU",218,7481.64597417969,44891.0870503761,53817.0237374467,17239.6999076463,NA,NA,27651.3871427298,NA,32.0339154981004,NA,51.3803722733361,NA,NA,38.4033914979608,61.5966085020392
"368","Ecuador","56","ECU",218,233234.604970605,206938.553997735,531556.414650726,137640.479453413,167644.222614449,65590.3823561564,69298.0745443226,31.5383688342101,25.893861057787,12.3393078417188,13.036824057491,71.877937082097,28.1220629179032,66.5127289209335,33.4872710790668
"369","Ecuador","79","ECU",218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","Nepal","55-68","NPL",524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","Nepal","56","NPL",524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","Nepal","79","NPL",524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","Singapore","55-68","SGP",702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","Singapore","56","SGP",702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","Singapore","79","SGP",702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","Barbados","55-68","BRB",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","Barbados","56","BRB",52,NA,NA,2800.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","Barbados","79","BRB",52,NA,NA,353.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","Belgium","55-68","BEL",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","Belgium","56","BEL",56,NA,NA,142460.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","Belgium","79","BEL",56,NA,NA,10000.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","Bosnia and Herzegovina","55-68","BIH",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","Bosnia and Herzegovina","56","BIH",70,NA,NA,48795.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
